fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density,year
1133,10031,TOTAL,1757,8103,171,24687,12140,12547,618,10406.0,11.0,9594.0,801.0,33685.0,18055.0,4921.0,24317.0,370.0,9478,1053.0,968.0,1661.0,5796.0,3786,11560,3337,1505,5763,11381,1951,2021,1832,1910,5130,4406,1845,580,948,423,23904,11788,12116,75,27,48,708,325,383,612.979,40.273810358919306,2008
2013,11526,TOTAL,2800,8432,294,3703,2662,1041,573,3227.0,0.0,3116.0,111.0,54375.0,22279.0,385.0,1028.0,2675.0,267,9.0,13.0,37.0,208.0,1101,1740,467,141,1200,1894,294,707,415,78,1255,595,44,139,150,5,579,502,77,406,387,19,2718,1773,945,6981.943,0.5303681224553107,2008
2016,10697,TOTAL,2636,7774,287,6259,4781,1478,1178,5514.0,113.0,5296.0,105.0,72917.0,29920.0,716.0,2855.0,3404.0,521,25.0,11.0,47.0,438.0,1833,2629,1198,139,1776,3462,455,771,896,109,2079,1287,96,257,164,34,1880,1438,442,676,619,57,3703,2724,979,4390.276,1.4256506880205253,2008
2020,5138,TOTAL,2474,2536,128,284267,144040,140227,20983,163188.0,8724.0,143069.0,11395.0,73004.0,34678.0,21945.0,257994.0,26273.0,104315,3261.0,3141.0,6435.0,91478.0,70903,112931,31671,7495,19081,130434,60306,11002,4415,3664,75798,43728,10908,28186,26923,5197,192878,100056,92822,15228,7985,7243,76161,35999,40162,1704.683,166.7565171941059,2008
4001,24262,TOTAL,15390,8551,321,70312,35040,35272,4210,22305.0,0.0,18833.0,3472.0,30184.0,12294.0,23863.0,69158.0,1154.0,18859,3796.0,1935.0,2687.0,10441.0,23524,19818,5115,3537,13256,29934,4236,4870,4174,4212,16723,10440,2771,1292,2196,748,16895,8432,8463,179,154,25,53238,26454,26784,11197.521,6.279246986900047,2008
4003,48820,TOTAL,18943,29026,851,129268,65729,63539,41087,57260.0,4219.0,48973.0,4068.0,44876.0,23010.0,19351.0,113413.0,15855.0,48935,4144.0,2867.0,5993.0,35931.0,26476,56946,15268,6059,15919,64064,19212,6297,4565,5057,29925,21184,12955,6576,8976,3660,107638,54748,52890,4939,3043,1896,16691,7938,8753,6165.69,20.965698891770426,2008
4005,54344,TOTAL,31433,22186,725,131824,65445,66379,17334,69354.0,110.0,64410.0,4834.0,49510.0,22632.0,23048.0,124340.0,7484.0,45478,3830.0,2739.0,4794.0,34115.0,43262,46202,12317,3828,12815,61505,25393,6277,3318,3220,38434,18221,4850,11674,10554,3165,81677,41204,40473,1417,793,624,48730,23448,25282,18618.885,7.08012321897901,2008
4007,22333,TOTAL,7884,14095,354,53272,26401,26871,9344,19865.0,0.0,18489.0,1376.0,37580.0,19600.0,9923.0,51603.0,1669.0,19704,1918.0,1505.0,3019.0,13262.0,10549,22407,7026,3813,7510,28257,5757,3159,1685,2666,9400,11743,7114,897,2756,2104,41791,20803,20988,136,92,44,11345,5506,5839,4757.933,11.196458630249733,2008
4009,12007,TOTAL,3487,8376,144,36030,19269,16761,10727,13652.0,9.0,12306.0,1337.0,41683.0,15644.0,6425.0,34243.0,1787.0,10822,1157.0,775.0,1558.0,7332.0,9148,12598,4449,1449,5117,17744,2953,2878,1148,1091,9969,5383,2392,965,1222,766,25172,13092,12080,813,634,179,10045,5543,4502,4622.597,7.794319946125523,2008
4011,2913,TOTAL,1165,1712,36,8318,4416,3902,3821,3951.0,0.0,3490.0,461.0,48696.0,21281.0,1116.0,7951.0,367.0,3327,266.0,163.0,375.0,2523.0,1659,3320,926,402,669,4530,702,274,131,264,2162,1713,655,369,301,32,6866,3657,3209,24,21,3,1428,738,690,1843.126,4.512985004823327,2008
4012,5552,TOTAL,1929,3509,114,20549,10614,9935,4649,7633.0,26.0,7064.0,543.0,32147.0,21165.0,4093.0,18050.0,2499.0,10158,962.0,965.0,1919.0,6312.0,3034,10204,2847,1452,3925,11458,1508,1339,1121,1465,2989,4013,4456,354,495,659,14481,7464,7017,211,111,100,5857,3039,2818,4499.629,4.56682095346083,2008
4013,1364962,TOTAL,602166,746448,16348,3751410,1860668,1890742,1087987,1879315.0,5831.0,1740825.0,132659.0,55054.0,27816.0,515030.0,3154608.0,596802.0,1382002,84008.0,60559.0,133156.0,1104279.0,907521,1471869,383390,147551,419523,1608793,718604,250473,99606,69444,853442,496396,258955,344624,264915,109065,3018608,1498338,1520270,177978,90745,87233,554824,271585,283239,9200.143,407.75561858114594,2008
4015,67605,TOTAL,22092,44333,1180,199177,99877,99300,28650,84596.0,110.0,75389.0,9097.0,39785.0,21523.0,31502.0,186468.0,12709.0,80361,5986.0,5748.0,11015.0,57612.0,34598,88716,28437,12500,28462,110656,17367,11921,7311,9230,36204,44696,29756,5063,7530,4774,179540,89747,89793,1854,1192,662,17783,8938,8845,13311.084,14.963244165539034,2008
4017,35800,TOTAL,15579,19761,460,107060,53361,53699,11235,42280.0,59.0,36993.0,5228.0,39774.0,16745.0,25493.0,104254.0,2806.0,35366,4424.0,2337.0,4788.0,23817.0,26590,39549,9861,4355,15895,48754,9491,7223,4474,4198,24110,17298,7346,3100,4644,1747,51689,26240,25449,869,582,287,54502,26539,27963,9950.422,10.759342669084788,2008
4019,393428,TOTAL,206254,182406,4768,964462,473434,491028,324303,466079.0,5941.0,423298.0,36840.0,45521.0,25093.0,154259.0,836971.0,127491.0,381880,31558.0,23090.0,46305.0,280927.0,245472,372455,114684,46798,101167,442692,196045,49655,26993,24519,224988,140438,77266,73911,79730,42404,729000,356761,372239,33329,18390,14939,202133,98283,103850,9187.036,104.98075766765255,2008
4021,104883,TOTAL,44254,59421,1208,329297,173429,155868,95091,136547.0,480.0,125577.0,10490.0,51310.0,21716.0,40804.0,294696.0,34601.0,118826,7532.0,5215.0,12905.0,93174.0,65349,144322,33367,12603,43309,160264,39876,23495,11281,8533,79301,52584,28379,17402,13429,9045,242656,126279,116377,13836,8082,5754,72805,39068,33737,5365.612,61.37175032410096,2008
4023,13303,TOTAL,8683,4518,102,46051,22403,23648,37762,18730.0,6.0,16540.0,2184.0,36519.0,16209.0,11519.0,30614.0,15437.0,12078,1309.0,816.0,1949.0,8004.0,10710,17616,3649,2453,9538,17179,4970,3450,3650,2438,9519,5209,2451,1386,2123,1461,34027,16732,17295,169,84,85,11855,5587,6268,1236.916,37.23049907996986,2008
4025,99648,TOTAL,36889,61192,1567,209260,102626,106634,27422,94019.0,220.0,87166.0,6633.0,43290.0,25527.0,28134.0,194134.0,15126.0,89109,6616.0,5733.0,11028.0,65732.0,37706,96016,27955,13830,20261,111005,36829,10259,4452,5550,36582,44207,30216,8072,16974,11783,189934,93016,96918,1127,670,457,18199,8940,9259,8123.499,25.75983575550388,2008
4027,43615,TOTAL,18559,24577,479,190526,95522,95004,111052,80070.0,3479.0,68122.0,8469.0,40340.0,18418.0,38553.0,141688.0,48838.0,69563,5565.0,4870.0,10271.0,48857.0,36403,84389,16875,8143,38135,82207,15829,16751,12197,9187,43108,21400,17699,6573,5776,3480,143632,71458,72174,3774,2260,1514,43120,21804,21316,5513.992,34.553187599836924,2008
5001,6978,TOTAL,2619,4185,174,19321,9482,9839,428,9960.0,3.0,9224.0,733.0,37230.0,22142.0,3500.0,19015.0,306.0,8202,875.0,700.0,1221.0,5406.0,3573,8199,2427,1509,3063,9865,1946,1039,880,1144,4350,3780,1735,842,852,252,13898,6720,7178,4712,2307,2405,711,455,256,988.77,19.540439131446142,2008
5003,8642,TOTAL,2976,5406,260,22126,10701,11425,963,9850.0,8.0,8838.0,1004.0,34934.0,18779.0,4039.0,21690.0,436.0,8901,1094.0,880.0,1361.0,5566.0,3785,9996,2329,1506,3127,11372,2102,1088,884,1155,5367,4124,1881,767,900,435,15307,7474,7833,5739,2596,3143,1080,631,449,925.349,23.910978452454152,2008
5005,19981,TOTAL,6539,12852,590,41388,19869,21519,699,17213.0,83.0,15771.0,1359.0,35606.0,21513.0,6270.0,40583.0,805.0,18744,1170.0,1528.0,3458.0,12588.0,5240,21246,5129,3558,5566,23674,4625,1535,1479,2552,7652,8706,7316,1131,2047,1447,40215,19361,20854,29,29,0,1144,479,665,554.283,74.66943781425734,2008
5007,76073,TOTAL,23331,51124,1618,209911,103685,106226,31060,103776.0,256.0,98002.0,5518.0,50434.0,25186.0,24290.0,189941.0,19970.0,78947,4277.0,3928.0,8686.0,62056.0,34769,98278,18784,8431,24389,91246,36025,13210,6535,4644,45949,29224,16073,19564,11659,4802,178326,86969,91357,2271,1309,962,29314,15407,13907,847.357,247.72439479463793,2008
5009,15474,TOTAL,4435,10575,464,36710,17875,18835,674,17077.0,32.0,15866.0,1179.0,36977.0,20507.0,5728.0,36351.0,359.0,14317,1730.0,696.0,2110.0,9781.0,5854,17094,4329,2264,4676,19614,3709,1621,1281,1774,8692,7162,3760,1378,1493,838,35442,17316,18126,63,60,3,1205,499,706,590.231,62.19598767262309,2008
5011,4041,TOTAL,1680,2262,99,11638,5636,6002,1331,5154.0,30.0,4787.0,337.0,29908.0,18845.0,3519.0,10841.0,797.0,4877,620.0,471.0,923.0,2863.0,2376,5111,1093,695,2684,5134,1063,1079,812,793,2284,1798,1052,356,478,229,7161,3458,3703,3377,1525,1852,1100,653,447,649.231,17.925823012148218,2008
5013,2217,TOTAL,691,1462,64,5529,2804,2725,193,2646.0,0.0,2469.0,177.0,32450.0,16457.0,660.0,5449.0,80.0,2123,218.0,146.0,398.0,1361.0,1202,2243,729,418,927,3115,251,312,287,328,1440,1149,526,41,129,81,4072,2122,1950,1186,583,603,271,99,172,628.581,8.796002424508536,2008
5015,10579,TOTAL,4172,6083,324,26971,13353,13618,3286,13041.0,0.0,12022.0,1019.0,34235.0,19743.0,4486.0,24990.0,1981.0,11437,974.0,944.0,2101.0,7418.0,4292,13122,2948,1582,4738,12873,3329,1869,1660,1209,4858,5324,2691,1130,1295,904,24175,11746,12429,155,122,33,2641,1485,1156,630.087,42.805199916836884,2008
5017,5208,TOTAL,3043,2119,46,12102,5893,6209,481,4619.0,3.0,3903.0,713.0,21676.0,14668.0,3851.0,11828.0,274.0,4705,762.0,790.0,1059.0,2094.0,3166,3757,1593,1224,2839,5275,1090,923,914,1002,2383,2013,879,472,384,234,5057,2495,2562,6615,3117,3498,430,281,149,644.304,18.783058928704463,2008
5019,9094,TOTAL,4267,4608,219,23083,10998,12085,884,11302.0,58.0,10211.0,1033.0,31968.0,17186.0,4736.0,22567.0,516.0,8348,1019.0,800.0,1600.0,4929.0,7920,8023,1954,1378,2647,12814,2993,888,600,1159,7777,3360,1677,1150,1284,559,16973,8203,8770,5351,2418,2933,759,377,382,866.074,26.652456949406172,2008
5021,5511,TOTAL,2244,3032,235,16297,7912,8385,187,7343.0,10.0,6470.0,863.0,29066.0,18892.0,3048.0,16228.0,69.0,6787,889.0,762.0,1268.0,3868.0,2567,7428,2074,1264,3238,8307,1065,632,978,1628,3933,2986,1388,384,491,190,15958,7773,8185,18,15,3,321,124,197,639.465,25.485366673703798,2008
5023,11338,TOTAL,2951,7962,425,25692,12633,13059,481,10356.0,21.0,9577.0,758.0,35753.0,20371.0,4330.0,25335.0,357.0,10755,904.0,1016.0,1818.0,7017.0,3415,13199,2761,2114,4098,13797,2624,1011,1365,1722,5603,4801,3393,643,1195,786,25025,12312,12713,144,139,5,523,182,341,553.692,46.40124834745671,2008
5025,3505,TOTAL,911,2451,143,8769,4334,4435,136,3816.0,0.0,3502.0,314.0,36957.0,19481.0,1322.0,8742.0,27.0,3309,441.0,159.0,504.0,2205.0,1636,3901,941,437,1050,4624,885,389,254,407,1996,1855,773,416,276,193,7507,3757,3750,1109,502,607,153,75,78,597.783,14.669202703991248,2008
5027,9558,TOTAL,3554,5861,143,24756,11773,12983,492,11343.0,0.0,10040.0,1303.0,35148.0,20110.0,5309.0,24188.0,568.0,9895,1302.0,805.0,1634.0,6154.0,5825,9688,2825,1759,2817,12846,3381,788,857,1172,6790,3892,2164,1471,1339,571,15112,7320,7792,9140,4185,4955,504,268,236,766.053,32.316301874674465,2008
5029,8138,TOTAL,3149,4691,298,21059,10411,10648,737,9084.0,42.0,8453.0,589.0,32700.0,19909.0,3556.0,20666.0,393.0,8235,1085.0,878.0,1403.0,4869.0,3994,8489,2917,1488,2831,11104,1992,1023,702,1106,5000,4115,1989,776,756,460,17897,8870,9027,2507,1166,1341,655,375,280,552.25,38.13309189678588,2008
5031,30968,TOTAL,11294,18881,793,93329,45365,47964,3878,47027.0,22.0,43209.0,3796.0,39233.0,21728.0,17458.0,90373.0,2956.0,35864,3949.0,2956.0,4925.0,24034.0,20498,37825,10668,4854,10943,44782,14354,4276,2886,3781,25991,13504,5287,7395,5102,1857,78671,38537,40134,11570,5334,6236,3088,1494,1594,707.206,131.9686201757338,2008
5033,20532,TOTAL,5238,14688,606,60778,30091,30687,3521,28918.0,38.0,27246.0,1634.0,40197.0,18715.0,11080.0,58498.0,2280.0,22882,1832.0,1914.0,3055.0,16081.0,9712,28568,6390,2731,9972,29236,5328,3647,3395,2930,14543,10455,4238,2600,2165,563,55161,27517,27644,811,392,419,4806,2182,2624,593.094,102.47616735289851,2008
5035,18255,TOTAL,10330,7650,275,50673,24080,26593,1036,23397.0,49.0,20406.0,2942.0,33716.0,18241.0,13603.0,50150.0,523.0,18717,2316.0,1721.0,3016.0,11664.0,12641,16240,6519,2758,8672,22367,4471,3554,2993,2125,11830,7840,2697,2388,1636,447,24073,11789,12284,25083,11625,13458,1517,666,851,609.76,83.10318813959591,2008
5037,7130,TOTAL,2580,4393,157,18144,8703,9441,249,8572.0,0.0,7950.0,622.0,37021.0,18248.0,2984.0,18116.0,28.0,6638,738.0,629.0,901.0,4370.0,3483,7561,1944,1331,3098,8752,1539,783,1081,1234,4468,3063,1221,653,696,190,13690,6683,7007,4164,1960,2204,290,60,230,616.381,29.436338887798296,2008
5039,3318,TOTAL,1471,1757,90,8280,4062,4218,171,3425.0,0.0,3080.0,345.0,29602.0,16457.0,1340.0,8262.0,18.0,3160,518.0,298.0,585.0,1759.0,1480,3277,1139,723,1221,4257,755,289,525,407,1980,1449,828,287,249,219,4552,2208,2344,3587,1765,1822,141,89,52,667.386,12.406613264287834,2008
5041,4678,TOTAL,2569,1999,110,13351,6313,7038,533,6163.0,44.0,5312.0,807.0,29051.0,17582.0,3681.0,13099.0,252.0,5302,927.0,477.0,980.0,2918.0,3191,4842,1328,1046,2714,5903,1183,882,971,861,2779,2190,934,526,448,209,6393,3118,3275,6230,2813,3417,728,382,346,768.152,17.380674658140574,2008
5043,6610,TOTAL,2598,3860,152,18546,9002,9544,437,8985.0,5.0,7879.0,1101.0,32558.0,18903.0,4174.0,18231.0,315.0,7383,1212.0,497.0,1221.0,4453.0,4219,7384,2107,1245,2465,9291,2350,833,675,957,4887,2974,1430,1022,1097,231,12904,6294,6610,5304,2461,2843,338,247,91,828.356,22.388924568663715,2008
5045,41179,TOTAL,14955,25362,862,108375,53175,55200,3923,56668.0,304.0,52443.0,3921.0,45287.0,22811.0,15840.0,104435.0,3940.0,40928,3684.0,2998.0,4576.0,29670.0,26099,44876,10812,4353,9119,54029,18540,3820,2649,2650,32616,15163,6250,10631,6179,1730,93069,45904,47165,10848,5157,5691,4458,2114,2344,647.884,167.275314716832,2008
5047,6475,TOTAL,1869,4411,195,18176,8822,9354,379,7923.0,37.0,7293.0,593.0,32064.0,18010.0,3219.0,17987.0,189.0,6741,543.0,919.0,1133.0,4146.0,2962,7574,2650,1324,2380,9777,1519,743,889,748,4352,3471,1954,713,477,329,17354,8556,8798,78,32,46,744,234,510,608.857,29.85265834177812,2008
5049,4676,TOTAL,1819,2702,155,12263,5995,6268,100,5147.0,7.0,4634.0,506.0,30598.0,17067.0,2421.0,12216.0,47.0,4823,558.0,366.0,994.0,2905.0,1902,5956,1395,851,1992,6750,855,466,718,808,2533,2449,1768,237,436,182,11927,5831,6096,0,0,0,336,164,172,618.194,19.836814980410683,2008
5051,43719,TOTAL,15899,26825,995,95290,46368,48922,4317,42530.0,30.0,39086.0,3414.0,36844.0,22786.0,16552.0,91161.0,4129.0,40146,3710.0,3432.0,6227.0,26777.0,17334,40993,13305,7352,12157,48953,14074,5068,3053,4036,19767,17623,11563,3891,6143,4040,81998,39604,42394,7739,3971,3768,5553,2793,2760,677.781,140.5911348946046,2008
5053,6793,TOTAL,1562,5023,208,17657,8790,8867,344,8860.0,0.0,8418.0,442.0,51589.0,22229.0,1535.0,17420.0,237.0,6761,422.0,242.0,639.0,5458.0,2510,9277,1573,818,2189,9336,1780,868,494,827,4476,3443,1417,661,873,246,16862,8354,8508,496,268,228,299,168,131,631.809,27.946737067689764,2008
5055,13612,TOTAL,4541,8578,493,41318,20337,20981,853,19401.0,24.0,17874.0,1503.0,38209.0,18225.0,6635.0,40921.0,397.0,16154,1828.0,1275.0,2312.0,10739.0,6189,18835,5461,2157,5725,21755,3415,1664,2011,2050,11151,7402,3202,1788,1028,599,40176,19752,20424,305,205,100,837,380,457,577.699,71.52167478219627,2008
5057,7349,TOTAL,2869,4273,207,22747,11027,11720,2581,10665.0,0.0,9869.0,796.0,35708.0,17177.0,5020.0,21459.0,1288.0,8715,1067.0,802.0,1346.0,5500.0,4267,9870,2255,1387,3608,10905,2277,1738,874,996,4879,4031,1995,1029,940,308,14719,7313,7406,6872,3078,3794,1156,636,520,727.52,31.266494391906754,2008
5059,11955,TOTAL,4288,7209,458,32671,16584,16087,859,14868.0,89.0,13200.0,1579.0,37150.0,18248.0,3872.0,32400.0,271.0,11942,1049.0,923.0,1717.0,8253.0,5763,13944,4854,1862,4683,17423,2852,1609,1204,1870,7995,6733,2695,1264,1138,450,28327,14387,13940,3307,1710,1597,1037,487,550,615.202,53.1061342453373,2008
5061,4846,TOTAL,1746,2957,143,13778,6607,7171,1240,6816.0,0.0,6369.0,447.0,34554.0,18216.0,2999.0,12975.0,803.0,5158,555.0,354.0,1058.0,3191.0,2548,5591,1562,1028,2304,6676,1156,1046,601,657,3051,2419,1206,430,488,238,9623,4706,4917,2894,1264,1630,1261,637,624,588.554,23.40991650723638,2008
5063,12299,TOTAL,3688,8255,356,35994,17528,18466,1841,16984.0,67.0,15752.0,1165.0,34625.0,19912.0,6728.0,34544.0,1450.0,14799,1469.0,1130.0,2557.0,9643.0,5978,16525,4101,2234,4635,19035,3688,1507,1338,1790,9302,6756,2977,1550,1510,628,34099,16616,17483,791,412,379,1104,500,604,763.953,47.11546390942898,2008
5065,5218,TOTAL,1792,3193,233,13636,7016,6620,179,5191.0,0.0,4806.0,385.0,31673.0,17737.0,2430.0,13386.0,250.0,5762,709.0,541.0,1099.0,3413.0,1909,7016,1676,949,2055,7704,1256,610,624,821,2800,2950,1954,448,436,372,13116,6659,6457,209,126,83,311,231,80,580.577,23.486979332629435,2008
5067,5582,TOTAL,2207,3118,257,18015,8923,9092,397,6786.0,1.0,6059.0,726.0,27615.0,14874.0,4083.0,17859.0,156.0,6391,814.0,819.0,1328.0,3430.0,4104,6771,2520,1516,3798,9539,910,1407,1252,1139,4795,3221,1523,350,413,147,14545,7168,7377,3005,1543,1462,465,212,253,633.938,28.417605507163163,2008
5069,29689,TOTAL,18465,10655,569,78447,38541,39906,1223,36010.0,205.0,30712.0,5093.0,35998.0,18681.0,16646.0,77237.0,1210.0,28048,3452.0,2676.0,3823.0,18097.0,21806,25167,11040,4790,10829,39822,8689,3954,3362,3513,20942,13718,5162,3371,3906,1412,33697,17067,16630,41916,19992,21924,2834,1482,1352,870.746,90.0917144609335,2008
5071,8180,TOTAL,3034,4922,224,25180,12539,12641,2870,11268.0,12.0,10385.0,871.0,30592.0,16937.0,4753.0,23487.0,1693.0,9350,1125.0,931.0,1946.0,5348.0,4732,9987,3367,1824,4515,11884,2470,2026,1325,1164,5854,3883,2147,976,1172,322,23945,11782,12163,404,357,47,831,400,431,659.804,38.16284836102843,2008
5073,2902,TOTAL,1133,1685,84,7764,3983,3781,109,3103.0,0.0,2742.0,361.0,27515.0,17699.0,1530.0,7729.0,35.0,2775,469.0,345.0,502.0,1459.0,1891,3044,862,661,1243,4045,716,385,362,496,1745,1507,793,268,287,161,4756,2468,2288,2939,1472,1467,69,43,26,528.268,14.697085570203003,2008
5075,5830,TOTAL,2138,3357,335,17340,8503,8837,158,7266.0,0.0,6608.0,658.0,30288.0,15168.0,3988.0,17264.0,76.0,6768,927.0,864.0,1181.0,3796.0,2992,7707,2048,1276,3101,9084,1100,639,1000,1462,4548,3168,1368,391,461,248,16876,8250,8626,46,23,23,418,230,188,587.614,29.509167582800952,2008
5077,3763,TOTAL,2263,1454,46,10709,5868,4841,172,4044.0,0.0,3315.0,729.0,30494.0,13103.0,2642.0,10564.0,145.0,3516,639.0,440.0,551.0,1886.0,3360,3054,1488,924,2388,5304,664,755,750,883,2935,1802,567,245,301,118,4496,2567,1929,5909,3104,2805,304,197,107,602.621,17.770704970454066,2008
5079,4406,TOTAL,1710,2513,183,14203,8352,5851,368,5225.0,0.0,4617.0,608.0,35737.0,15024.0,3027.0,14044.0,159.0,4057,591.0,409.0,585.0,2472.0,4375,4707,2087,735,3316,7179,863,1799,738,779,4018,2361,800,340,391,132,9324,5265,4059,4328,2766,1562,551,321,230,561.517,25.293980413771976,2008
5081,5152,TOTAL,1753,3247,152,13145,6429,6716,223,6328.0,4.0,5751.0,573.0,33416.0,18808.0,2377.0,13102.0,43.0,5405,579.0,634.0,775.0,3417.0,2376,5775,1672,829,1751,7215,1062,286,629,836,3527,2513,1175,366,557,139,9746,4783,4963,2783,1348,1435,616,298,318,532.253,24.696901661427926,2008
5083,7907,TOTAL,2286,5350,271,22580,11335,11245,541,9916.0,51.0,9044.0,821.0,37551.0,19121.0,3218.0,22318.0,262.0,8323,713.0,678.0,1363.0,5569.0,3614,10212,2826,1257,3907,11139,1844,1220,1301,1386,4938,3982,2219,751,800,293,21321,10703,10618,175,123,52,1084,509,575,708.125,31.88702559576346,2008
5085,23741,TOTAL,5968,17242,531,65846,32441,33405,2040,33769.0,1092.0,30225.0,2452.0,50757.0,22473.0,8208.0,64725.0,1121.0,24136,1644.0,1283.0,2587.0,18622.0,10785,29500,7317,3106,7195,33192,7261,3038,1918,2239,17508,11470,4214,3966,2556,739,59251,29262,29989,4207,2016,2191,2388,1163,1225,770.728,85.4335122118309,2008
5087,6328,TOTAL,2144,3972,212,15507,7750,7757,672,6996.0,0.0,6705.0,291.0,36502.0,18611.0,2864.0,15170.0,337.0,5762,592.0,407.0,915.0,3848.0,2417,7418,1718,785,2746,7395,1517,871,918,957,3599,2735,1061,527,769,221,14776,7410,7366,48,45,3,683,295,388,834.255,18.58784184691731,2008
5089,7162,TOTAL,2384,4524,254,16779,8325,8454,221,6911.0,0.0,6419.0,492.0,34109.0,19532.0,2582.0,16437.0,342.0,7239,617.0,809.0,1296.0,4517.0,2170,9328,1550,1184,2077,9651,1876,680,622,775,3040,4093,2518,579,775,522,16230,8083,8147,0,0,0,549,242,307,597.009,28.105103943156635,2008
5091,15063,TOTAL,4869,9913,281,43048,21167,21881,1049,19888.0,74.0,18229.0,1585.0,40307.0,19654.0,7549.0,42337.0,711.0,16577,1599.0,1472.0,2424.0,11082.0,8681,17185,5588,2654,5672,22926,3756,2437,1509,1726,11571,8117,3238,1556,1382,818,31225,15662,15563,10446,4833,5613,1377,672,705,625.578,68.81316158816327,2008
5093,14010,TOTAL,6667,6976,367,46815,22528,24287,1615,20525.0,25.0,18036.0,2464.0,33407.0,17736.0,11728.0,45803.0,1012.0,17202,2325.0,1547.0,2674.0,10656.0,10557,16321,5756,3162,8288,21900,3335,3307,2577,2404,11372,7619,2909,1476,1491,368,29759,14658,15101,15877,7354,8523,1179,516,663,900.574,51.98351273743191,2008
5095,3449,TOTAL,1615,1754,80,8492,3973,4519,123,3536.0,0.0,3132.0,404.0,29964.0,17084.0,1871.0,8391.0,101.0,3453,647.0,306.0,562.0,1938.0,1940,3005,1118,825,2018,3701,720,623,493,902,1579,1546,576,259,371,90,4877,2310,2567,3468,1587,1881,147,76,71,607.122,13.98730403444448,2008
5097,3622,TOTAL,1092,2365,165,9490,4737,4753,311,3537.0,0.0,3258.0,279.0,35705.0,20010.0,1847.0,9381.0,109.0,3753,543.0,345.0,452.0,2413.0,1163,4955,953,672,1381,5307,682,554,320,507,1753,2187,1367,197,317,168,8918,4460,4458,7,0,7,565,277,288,779.88,12.168538749551214,2008
5099,3635,TOTAL,1474,2062,99,9149,4502,4647,42,4305.0,14.0,3827.0,464.0,38375.0,21020.0,1806.0,9109.0,40.0,3782,513.0,275.0,479.0,2515.0,1452,4031,1119,725,1527,4642,739,499,389,639,2019,1800,823,300,303,136,5962,2946,3016,2995,1405,1590,192,151,41,617.837,14.808112819400586,2008
5101,3960,TOTAL,1182,2588,190,8394,4307,4087,37,3822.0,0.0,3638.0,184.0,27441.0,15904.0,1879.0,8322.0,72.0,3555,510.0,552.0,571.0,1922.0,1239,4353,824,541,1489,4389,740,423,404,662,1792,1803,794,231,366,143,7994,4092,3902,28,26,2,372,189,183,820.896,10.225412232487429,2008
5103,9960,TOTAL,4346,5427,187,26293,12434,13859,414,11619.0,10.0,10123.0,1486.0,31259.0,18244.0,5160.0,26088.0,205.0,10714,1534.0,1148.0,1669.0,6363.0,5345,9845,3681,2341,3718,13833,2490,1145,1183,1390,6042,5348,2443,862,1055,573,15050,7328,7722,10575,4855,5720,668,251,417,732.783,35.881017982131134,2008
5105,4279,TOTAL,1352,2743,184,10435,5174,5261,199,4503.0,19.0,4217.0,267.0,43635.0,19844.0,1570.0,10375.0,60.0,3952,307.0,379.0,530.0,2736.0,1588,4959,1346,633,1510,5703,821,462,521,527,2567,2094,1042,324,362,135,9968,4924,5044,261,151,110,206,99,107,551.402,18.924487034867482,2008
5107,8969,TOTAL,5695,3097,177,22412,10496,11916,277,9330.0,16.0,7766.0,1548.0,27361.0,15244.0,7176.0,22339.0,73.0,8325,1446.0,747.0,1554.0,4578.0,5726,6528,2867,1974,4784,9418,1701,1599,1658,1527,4676,3313,1429,594,766,341,8006,3949,4057,14204,6451,7753,202,96,106,695.663,32.216748626849494,2008
5109,3966,TOTAL,1089,2727,150,11286,5709,5577,656,4988.0,0.0,4511.0,477.0,32806.0,18122.0,2318.0,10989.0,297.0,4137,441.0,329.0,831.0,2536.0,1907,5030,1099,815,1956,5441,918,735,484,737,2464,1940,1037,326,458,134,10100,5000,5100,394,245,149,792,464,328,600.618,18.790645634995954,2008
5111,7928,TOTAL,2742,4903,283,24703,11915,12788,531,11142.0,30.0,9786.0,1326.0,32267.0,16625.0,6274.0,24515.0,188.0,9545,1334.0,1121.0,1273.0,5817.0,4457,9763,3419,2074,5007,12113,1525,1525,1652,1830,6000,4398,1715,706,572,247,22427,10913,11514,1718,790,928,558,212,346,758.389,32.572993542891574,2008
5113,7681,TOTAL,1957,5473,251,20490,10040,10450,1072,8778.0,0.0,8334.0,444.0,32525.0,16913.0,4123.0,19924.0,566.0,8156,746.0,977.0,1337.0,5096.0,2708,9862,2292,1604,3027,11061,1453,862,892,1273,4400,4315,2346,541,568,344,18962,9298,9664,42,37,5,1486,705,781,857.679,23.890056769490684,2008
